configuration_id,component_count,components,system_voltage_v,analysis_period_min,active_duration_min,sleep_duration_min,peak_duration_min,avg_active_current_ma,avg_sleep_current_ma,avg_peak_current_ma,calculated_energy_mwh,target_energy_mwh,component_profiles,anomaly_prediction,anomaly_score,anomaly_status
443,3,Raspberry Pi Pico + Arduino Uno / ATmega328P + DHT22 / AM2302,4.15,60,40.0,20.0,0.0,0.0,1.3,0.0,,0.0,"Raspberry Pi Pico:active=0.00,idle=0.00,sleep=60.00,peak=0.00 | Arduino Uno / ATmega328P:active=60.00,idle=0.00,sleep=0.00,peak=0.00 | DHT22 / AM2302:active=60.00,idle=0.00,sleep=0.00,peak=0.00",1,0.10014247383358371,NORMAL
444,3,HC-SR501 + HC-SR04 + Arduino Uno / ATmega328P,5.0,30,25.34102690223509,0.0,0.0,0.0,0.0,0.0,,0.0,"HC-SR501:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | HC-SR04:active=16.02,idle=13.98,sleep=0.00,peak=0.00 | Arduino Uno / ATmega328P:active=30.00,idle=0.00,sleep=0.00,peak=0.00",1,0.13939575278270672,NORMAL
445,2,SSD1306 OLED controller + BME280,3.3,720,360.0,360.0,0.0,0.0,0.01,0.0,,0.0,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=720.00,peak=0.00 | BME280:active=720.00,idle=0.00,sleep=0.00,peak=0.00",1,0.18520986434514863,NORMAL
446,3,ESP32 + Arduino Uno / ATmega328P + ESP32-S3,3.3,30,18.094614077187057,11.31921527139584,0.5861706514171058,0.0,0.0075934671046252,240.0,,0.0,"ESP32:active=10.56,idle=0.00,sleep=17.68,peak=1.76 | Arduino Uno / ATmega328P:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | ESP32-S3:active=13.72,idle=0.00,sleep=16.28,peak=0.00",1,0.07509089531664492,NORMAL
447,4,Arduino Uno / ATmega328P + DS18B20 + DHT22 / AM2302 + HC-SR501,5.0,30,23.853683186262916,5.316769611680169,0.0,0.0,0.00075,0.0,,0.0,"Arduino Uno / ATmega328P:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | DS18B20:active=5.41,idle=3.32,sleep=21.27,peak=0.00 | DHT22 / AM2302:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | HC-SR501:active=30.00,idle=0.00,sleep=0.00,peak=0.00",1,0.12020047647848653,NORMAL
448,2,nRF24L01+ + SSD1306 OLED controller,3.3,720,112.98948254831132,570.9853611760094,0.0,11.3,0.0066374500692149,0.0,140.96584630525584,148.49839402435168,"nRF24L01+:active=225.98,idle=72.05,sleep=421.97,peak=0.00 | SSD1306 OLED controller:active=0.00,idle=0.00,sleep=720.00,peak=0.00",1,0.14743440035926791,NORMAL
449,1,HC-SR04,5.0,120,110.144796764744,0.0,0.0,14.999999999999998,0.0,0.0,139.32352982847266,139.17983756004358,"HC-SR04:active=110.14,idle=9.86,sleep=0.00,peak=0.00",1,0.1347389501325913,NORMAL
450,1,BMP280,3.3,1440,765.4494865439791,527.6206694836883,0.0,0.00274,0.0001,0.0,0.1190632654461857,0.1198739444640505,"BMP280:active=765.45,idle=146.93,sleep=527.62,peak=0.00",1,0.12373504312618361,NORMAL
451,4,nRF24L01+ + SSD1306 OLED controller + BMP280 + DS18B20,3.3,1440,398.973794561576,843.9021357042822,0.0,2.177230016882717,0.0045981043082475,0.0,192.25006046658868,186.490095718583,"nRF24L01+:active=240.89,idle=189.05,sleep=1010.06,peak=0.00 | SSD1306 OLED controller:active=0.00,idle=0.00,sleep=1440.00,peak=0.00 | BMP280:active=604.09,idle=94.65,sleep=741.25,peak=0.00 | DS18B20:active=750.91,idle=504.79,sleep=184.30,peak=0.00",1,0.09629951876753606,NORMAL
452,3,BME280 + HC-05 + DHT22 / AM2302,3.3,30,29.603415504092755,0.0,0.0,0.0,0.0,0.0,,0.0,"BME280:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | HC-05:active=28.81,idle=1.19,sleep=0.00,peak=0.00 | DHT22 / AM2302:active=30.00,idle=0.00,sleep=0.00,peak=0.00",1,0.21514186701561644,NORMAL
453,1,HC-SR04,5.0,1440,1275.78282627138,0.0,0.0,15.0,0.0,0.0,1622.0980617939952,1595.4361129656634,"HC-SR04:active=1275.78,idle=164.22,sleep=0.00,peak=0.00",1,0.0408057983246235,NORMAL
454,2,nRF24L01+ + INA219,3.3,1440,941.232214481554,391.8616145634112,2.399203047935317,0.0,0.0008999999999999,13.500000000000002,,0.0,"nRF24L01+:active=442.46,idle=209.01,sleep=783.72,peak=4.80 | INA219:active=1440.00,idle=0.00,sleep=0.00,peak=0.00",-1,-0.006190721962617274,ANOMALY
455,3,HC-SR04 + SSD1306 OLED controller + DS18B20,5.0,120,63.69269123924696,45.00829907558753,0.0,8.36863885288375,0.0089707061275214,0.0,136.59539593114022,139.38435379382287,"HC-SR04:active=100.57,idle=19.43,sleep=0.00,peak=0.00 | SSD1306 OLED controller:active=0.00,idle=0.00,sleep=120.00,peak=0.00 | DS18B20:active=90.51,idle=14.47,sleep=15.02,peak=0.00",1,0.12609823159356887,NORMAL
456,3,SSD1306 OLED controller + Raspberry Pi Pico + INA219,3.3,360,120.0,240.0,0.0,0.0,0.655,0.0,,0.0,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=360.00,peak=0.00 | Raspberry Pi Pico:active=0.00,idle=0.00,sleep=360.00,peak=0.00 | INA219:active=360.00,idle=0.00,sleep=0.00,peak=0.00",1,0.14968326233049595,NORMAL
457,2,DHT22 / AM2302 + DS18B20,4.15,720,399.2388180822144,296.9001595603131,0.0,2.352573886963063,0.00075,0.0,129.96131547399693,125.64268817328224,"DHT22 / AM2302:active=720.00,idle=0.00,sleep=0.00,peak=0.00 | DS18B20:active=78.48,idle=47.72,sleep=593.80,peak=0.00",1,0.15459548303254406,NORMAL
458,3,BMP280 + ESP32-S3 + nRF24L01+,3.3,1440,793.3653162248675,469.0284674041372,0.0425026066003297,50.92993250145754,0.0015070002363806,13.5,6667.244209152888,6783.222413922318,"BMP280:active=510.09,idle=509.49,sleep=420.41,peak=0.00 | ESP32-S3:active=1244.85,idle=0.00,sleep=195.15,peak=0.00 | nRF24L01+:active=625.15,idle=23.20,sleep=791.52,peak=0.13",1,0.04615557529812764,NORMAL
459,4,BME280 + nRF24L01+ + BMP280 + HC-SR04,3.3,120,93.95845527021842,8.57066209320524,0.0,0.0,0.0005937947327123,0.0,,0.0,"BME280:active=120.00,idle=0.00,sleep=0.00,peak=0.00 | nRF24L01+:active=94.61,idle=4.23,sleep=21.16,peak=0.00 | BMP280:active=83.68,idle=23.19,sleep=13.12,peak=0.00 | HC-SR04:active=77.54,idle=42.46,sleep=0.00,peak=0.00",1,0.2084704301114213,NORMAL
460,1,HC-SR501,3.3,360,360.0,0.0,0.0,65.0,0.0,0.0,1287.0,1309.454255022216,"HC-SR501:active=360.00,idle=0.00,sleep=0.00,peak=0.00",1,0.1278759487117207,NORMAL
461,4,INA219 + DHT22 / AM2302 + ESP32-S3 + nRF24L01+,3.3,30,21.619156356629688,6.400114061394062,0.3033425536937836,0.0,0.003472304446264,355.0,,0.0,"INA219:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | DHT22 / AM2302:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | ESP32-S3:active=17.99,idle=0.00,sleep=10.80,peak=1.21 | nRF24L01+:active=8.49,idle=6.71,sleep=14.81,peak=0.00",1,0.0547035621936236,NORMAL
462,4,BMP280 + HC-05 + MPU6050 + Raspberry Pi Pico,3.3,30,8.854367517926415,16.75256417099309,0.6287440665470022,18.768670604840825,0.5850712711772006,0.03685,42.61411612534948,40.98044784234328,"BMP280:active=6.56,idle=4.33,sleep=16.60,peak=2.51 | HC-05:active=21.16,idle=8.84,sleep=0.00,peak=0.00 | MPU6050:active=7.71,idle=1.88,sleep=20.41,peak=0.00 | Raspberry Pi Pico:active=0.00,idle=0.00,sleep=30.00,peak=0.00",1,0.10141329851248532,NORMAL
463,4,Arduino Uno / ATmega328P + DHT22 / AM2302 + ESP32 + SSD1306 OLED controller,3.3,360,215.98005395947007,144.01994604052993,0.0,0.0,0.0093023389995778,0.0,,0.0,"Arduino Uno / ATmega328P:active=360.00,idle=0.00,sleep=0.00,peak=0.00 | DHT22 / AM2302:active=360.00,idle=0.00,sleep=0.00,peak=0.00 | ESP32:active=143.92,idle=0.00,sleep=216.08,peak=0.00 | SSD1306 OLED controller:active=0.00,idle=0.00,sleep=360.00,peak=0.00",1,0.19216888737279353,NORMAL
464,3,SSD1306 OLED controller + Arduino Uno / ATmega328P + HC-SR501,4.15,60,40.0,20.0,0.0,0.0,0.01,0.0,,0.0,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=60.00,peak=0.00 | Arduino Uno / ATmega328P:active=60.00,idle=0.00,sleep=0.00,peak=0.00 | HC-SR501:active=60.00,idle=0.00,sleep=0.00,peak=0.00",1,0.17699959175134466,NORMAL
465,2,MPU6050 + DS18B20,4.15,120,48.40084244114271,59.51479060986302,0.0,1.813496051548397,0.0079261809272417,0.0,12.20882852869122,12.101053309345758,"MPU6050:active=27.15,idle=0.50,sleep=92.34,peak=0.00 | DS18B20:active=69.65,idle=23.67,sleep=26.69,peak=0.00",1,0.17288688247498624,NORMAL
466,2,HC-SR501 + ESP32,3.3,1440,852.695130549268,587.304869450732,0.0,58.60096759943836,0.00814,0.0,5497.089441706924,5604.391522673818,"HC-SR501:active=1440.00,idle=0.00,sleep=0.00,peak=0.00 | ESP32:active=265.39,idle=0.00,sleep=1174.61,peak=0.00",1,0.08299042796384093,NORMAL
467,1,SSD1306 OLED controller,3.3,120,0.0,120.0,0.0,0.0,0.01,0.0,0.066,0.0669292998981045,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=120.00,peak=0.00",1,0.18443504334169475,NORMAL
468,4,BMP280 + HC-SR501 + INA219 + BME280,3.3,120,105.5438736293765,6.11145753361741,0.0,0.0,0.0001,0.0,,0.0,"BMP280:active=62.18,idle=33.38,sleep=24.45,peak=0.00 | HC-SR501:active=120.00,idle=0.00,sleep=0.00,peak=0.00 | INA219:active=120.00,idle=0.00,sleep=0.00,peak=0.00 | BME280:active=120.00,idle=0.00,sleep=0.00,peak=0.00",1,0.20520275521738773,NORMAL
469,3,ESP32 + Arduino Uno / ATmega328P + nRF24L01+,3.3,1440,810.9556689778697,516.3386043734448,2.5439664176681087,0.0,0.0048343932069037,116.17973777114678,,0.0,"ESP32:active=594.77,idle=0.00,sleep=841.77,peak=3.46 | Arduino Uno / ATmega328P:active=1440.00,idle=0.00,sleep=0.00,peak=0.00 | nRF24L01+:active=398.10,idle=330.49,sleep=707.24,peak=4.17",-1,-0.019388334863013612,ANOMALY
470,1,SSD1306 OLED controller,3.3,720,0.0,720.0,0.0,0.0,0.01,0.0,0.396,0.3961504101981896,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=720.00,peak=0.00",1,0.1297644497890389,NORMAL
471,4,DS18B20 + BMP280 + nRF24L01+ + ESP32-S3,3.3,360,198.64411052229087,88.94182196822918,0.3743906128433073,35.02229942131748,0.0020739057067271,1.5000000000000002,1530.8114738849808,1547.3229458362482,"DS18B20:active=179.57,idle=80.68,sleep=98.25,peak=1.50 | BMP280:active=177.36,idle=131.17,sleep=51.47,peak=0.00 | nRF24L01+:active=155.28,idle=76.31,sleep=128.41,peak=0.00 | ESP32-S3:active=282.37,idle=0.00,sleep=77.63,peak=0.00",1,0.12103914808704169,NORMAL
472,3,HC-SR501 + ESP32-S3 + INA219,3.3,1440,1189.4898765278476,250.5101234721523,0.0,0.0,0.007,0.0,,0.0,"HC-SR501:active=1440.00,idle=0.00,sleep=0.00,peak=0.00 | ESP32-S3:active=688.47,idle=0.00,sleep=751.53,peak=0.00 | INA219:active=1440.00,idle=0.00,sleep=0.00,peak=0.00",1,0.12380975045245268,NORMAL
473,4,Arduino Uno / ATmega328P + MPU6050 + BME280 + nRF24L01+,3.3,1440,1185.1029773121172,230.32056827258776,0.0,0.0,0.0057609916742838,0.0,,0.0,"Arduino Uno / ATmega328P:active=1440.00,idle=0.00,sleep=0.00,peak=0.00 | MPU6050:active=944.52,idle=3.36,sleep=492.13,peak=0.00 | BME280:active=1440.00,idle=0.00,sleep=0.00,peak=0.00 | nRF24L01+:active=915.90,idle=94.95,sleep=429.16,peak=0.00",1,0.1123813933610242,NORMAL
474,2,MPU6050 + SSD1306 OLED controller,3.3,1440,307.90632475833866,973.802236102581,0.0,3.9,0.01,0.0,133.2500560725666,132.57004325998022,"MPU6050:active=615.81,idle=316.58,sleep=507.60,peak=0.00 | SSD1306 OLED controller:active=0.00,idle=0.00,sleep=1440.00,peak=0.00",1,0.09387676017718682,NORMAL
475,4,SSD1306 OLED controller + DS18B20 + ESP32 + INA219,3.3,30,11.966595605596034,16.377607353159178,0.9898091122388424,0.0,0.0062736763550677,240.00000000000003,,0.0,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=30.00,peak=0.00 | DS18B20:active=3.24,idle=2.66,sleep=24.10,peak=0.00 | ESP32:active=14.63,idle=0.00,sleep=11.42,peak=3.96 | INA219:active=30.00,idle=0.00,sleep=0.00,peak=0.00",1,0.06446939325766765,NORMAL
476,1,MPU6050,3.3,30,12.80861835533698,9.484484277012696,0.0,3.9,0.01,0.0,2.7547845003482427,2.7272025981649906,"MPU6050:active=12.81,idle=7.71,sleep=9.48,peak=0.00",1,0.18945233732272815,NORMAL
477,1,DS18B20,5.0,120,16.381438421004166,99.00875672778294,0.0,1.0,0.00075,0.0,1.3715960285157012,1.3428722916018023,"DS18B20:active=16.38,idle=4.61,sleep=99.01,peak=0.00",1,0.1117509598075278,NORMAL
478,2,HC-SR501 + nRF24L01+,3.3,120,80.26551139237618,25.455094024540102,0.0,51.44177377191711,0.0009,0.0,454.2333897835397,449.74247555800144,"HC-SR501:active=120.00,idle=0.00,sleep=0.00,peak=0.00 | nRF24L01+:active=40.53,idle=28.56,sleep=50.91,peak=0.00",1,0.1791117816542806,NORMAL
479,1,INA219,3.3,60,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,"INA219:active=60.00,idle=0.00,sleep=0.00,peak=0.00",1,0.20809052361625596,NORMAL
480,3,DHT22 / AM2302 + DS18B20 + ESP32-S3,3.3,360,212.69024307038575,129.72914913651758,0.0,28.774516063278632,0.0034890581458746,0.0,1009.8865645657552,978.6671278209756,"DHT22 / AM2302:active=360.00,idle=0.00,sleep=0.00,peak=0.00 | DS18B20:active=88.63,idle=52.74,sleep=218.63,peak=0.00 | ESP32-S3:active=189.44,idle=0.00,sleep=170.56,peak=0.00",1,0.1828414216332399,NORMAL
481,4,HC-SR04 + ESP32 + SSD1306 OLED controller + nRF24L01+,3.3,360,154.7465565655444,172.9722339995027,0.0,17.11393976425306,0.0071192129120271,0.0,597.0998342593327,595.7225041336575,"HC-SR04:active=230.93,idle=129.07,sleep=0.00,peak=0.00 | ESP32:active=218.15,idle=0.00,sleep=141.85,peak=0.00 | SSD1306 OLED controller:active=0.00,idle=0.00,sleep=360.00,peak=0.00 | nRF24L01+:active=169.91,idle=0.05,sleep=190.04,peak=0.00",1,0.17438416179273547,NORMAL
482,4,HC-SR501 + nRF24L01+ + DS18B20 + ESP32,3.3,720,319.5272018517033,326.8869088307969,0.0,43.43948575052239,0.0034877891045217,0.0,3054.215919247395,2976.073562315832,"HC-SR501:active=720.00,idle=0.00,sleep=0.00,peak=0.00 | nRF24L01+:active=259.11,idle=238.73,sleep=222.16,peak=0.00 | DS18B20:active=58.90,idle=55.61,sleep=605.49,peak=0.00 | ESP32:active=240.10,idle=0.00,sleep=479.90,peak=0.00",1,0.13759211143639544,NORMAL
483,4,Raspberry Pi Pico + HC-SR04 + ESP32 + SSD1306 OLED controller,3.3,360,124.67572686664668,218.1819574711648,0.0,18.690728173160984,0.5417991593069201,0.0,546.2106216850688,542.6174311478815,"Raspberry Pi Pico:active=0.00,idle=0.00,sleep=360.00,peak=0.00 | HC-SR04:active=291.43,idle=68.57,sleep=0.00,peak=0.00 | ESP32:active=207.27,idle=0.00,sleep=152.73,peak=0.00 | SSD1306 OLED controller:active=0.00,idle=0.00,sleep=360.00,peak=0.00",1,0.1392106711081103,NORMAL
484,4,INA219 + HC-SR04 + DHT22 / AM2302 + HC-05,3.3,30,25.58024494502419,0.0,0.0,0.0,0.0,0.0,,0.0,"INA219:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | HC-SR04:active=22.90,idle=7.10,sleep=0.00,peak=0.00 | DHT22 / AM2302:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | HC-05:active=19.42,idle=10.58,sleep=0.00,peak=0.00",1,0.20090161662568234,NORMAL
485,3,DS18B20 + Raspberry Pi Pico + HC-SR501,5.0,60,25.480607983670392,30.16147137223466,0.0,51.23428015612132,0.8622795878410182,0.0,332.87287438192067,324.1181240167959,"DS18B20:active=16.44,idle=13.07,sleep=30.48,peak=0.00 | Raspberry Pi Pico:active=0.00,idle=0.00,sleep=60.00,peak=0.00 | HC-SR501:active=60.00,idle=0.00,sleep=0.00,peak=0.00",1,0.03118809186333582,NORMAL
486,2,HC-SR04 + DS18B20,5.0,120,40.6300858635172,43.27302507858781,2.1299125890039767,11.361480780449488,0.00075,1.5,87.45119491379835,84.74842837906401,"HC-SR04:active=60.14,idle=59.86,sleep=0.00,peak=0.00 | DS18B20:active=21.12,idle=8.08,sleep=86.55,peak=4.26",1,0.022056126123704445,NORMAL
487,1,HC-SR04,5.0,60,36.02677654680181,0.0,0.0,15.0,0.0,0.0,49.02900792570196,47.7453352917214,"HC-SR04:active=36.03,idle=23.97,sleep=0.00,peak=0.00",1,0.1366997163299573,NORMAL
488,2,HC-SR04 + INA219,4.15,360,313.7112600196785,0.0,0.0,0.0,0.0,0.0,,0.0,"HC-SR04:active=267.42,idle=92.58,sleep=0.00,peak=0.00 | INA219:active=360.00,idle=0.00,sleep=0.00,peak=0.00",1,0.16854243660443868,NORMAL
489,3,ESP32-S3 + BMP280 + INA219,3.3,60,29.69624761527408,29.469023668037007,0.0,0.0,0.0035913237748221,0.0,,0.0,"ESP32-S3:active=15.27,idle=0.00,sleep=44.73,peak=0.00 | BMP280:active=13.82,idle=2.50,sleep=43.67,peak=0.00 | INA219:active=60.00,idle=0.00,sleep=0.00,peak=0.00",1,0.21862085951342597,NORMAL
490,4,Arduino Uno / ATmega328P + nRF24L01+ + ESP32-S3 + DHT22 / AM2302,3.3,60,46.39606735494045,13.055439156322684,0.0,0.0,0.0019883196323507,0.0,,0.0,"Arduino Uno / ATmega328P:active=60.00,idle=0.00,sleep=0.00,peak=0.00 | nRF24L01+:active=14.90,idle=2.19,sleep=42.90,peak=0.00 | ESP32-S3:active=50.68,idle=0.00,sleep=9.32,peak=0.00 | DHT22 / AM2302:active=60.00,idle=0.00,sleep=0.00,peak=0.00",1,0.21078831384415558,NORMAL
491,3,MPU6050 + HC-05 + HC-SR501,3.3,1440,993.8340322727933,188.5607437429056,0.0,41.10349991930328,0.01,0.0,6987.529222709964,7050.097659834678,"MPU6050:active=662.64,idle=211.68,sleep=565.68,peak=0.00 | HC-05:active=878.86,idle=561.14,sleep=0.00,peak=0.00 | HC-SR501:active=1440.00,idle=0.00,sleep=0.00,peak=0.00",1,0.09810299703780762,NORMAL
492,4,HC-05 + DHT22 / AM2302 + ESP32 + MPU6050,3.3,30,17.70992994336879,11.81696691228462,0.0,16.127523850265217,0.0091002943408462,0.0,63.152827627790224,63.71673314613472,"HC-05:active=29.33,idle=0.67,sleep=0.00,peak=0.00 | DHT22 / AM2302:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | ESP32:active=7.14,idle=0.00,sleep=22.86,peak=0.00 | MPU6050:active=4.37,idle=1.23,sleep=24.40,peak=0.00",1,0.19038478261593722,NORMAL
493,2,ESP32-S3 + ESP32,3.3,1440,1185.9390436484173,253.4447667188741,0.616189632708567,60.813393176551614,0.0078064190470598,240.0,7949.792548799106,8199.130867356042,"ESP32-S3:active=1291.68,idle=0.00,sleep=148.32,peak=0.00 | ESP32:active=1080.20,idle=0.00,sleep=358.57,peak=1.23",-1,-0.03383196984519554,ANOMALY
494,1,MPU6050,3.3,360,163.1305573137118,124.42826114455028,0.0,3.9,0.01,0.0,35.079861412344655,35.001167530917705,"MPU6050:active=163.13,idle=72.44,sleep=124.43,peak=0.00",1,0.17887054123821589,NORMAL
495,4,DS18B20 + HC-SR04 + BMP280 + SSD1306 OLED controller,4.15,1440,516.5726410930454,780.3688378929058,0.0,8.357510852956551,0.0048368983978814,0.0,1240.4034003593215,1250.4393850213833,"DS18B20:active=537.80,idle=86.65,sleep=815.56,peak=0.00 | HC-SR04:active=1115.34,idle=324.66,sleep=0.00,peak=0.00 | BMP280:active=413.15,idle=160.93,sleep=865.92,peak=0.00 | SSD1306 OLED controller:active=0.00,idle=0.00,sleep=1440.00,peak=0.00",1,0.04877828847482013,NORMAL
496,2,DS18B20 + SSD1306 OLED controller,4.15,60,9.852734845926884,45.14930885711321,2.4128552926434974,1.0,0.0068962734873355,1.5,1.9069690719332015,1.8617859324240364,"DS18B20:active=19.71,idle=5.17,sleep=30.30,peak=4.83 | SSD1306 OLED controller:active=0.00,idle=0.00,sleep=60.00,peak=0.00",1,0.049596729342746726,NORMAL
497,3,Arduino Uno / ATmega328P + ESP32-S3 + HC-05,3.3,360,296.3311033386173,14.718895341786345,0.0,0.0,0.007,0.0,,0.0,"Arduino Uno / ATmega328P:active=360.00,idle=0.00,sleep=0.00,peak=0.00 | ESP32-S3:active=315.84,idle=0.00,sleep=44.16,peak=0.00 | HC-05:active=213.15,idle=146.85,sleep=0.00,peak=0.00",1,0.20405688737671562,NORMAL
498,3,ESP32 + MPU6050 + HC-05,3.3,120,73.08872210441166,41.187381979328485,0.0,24.497803921421028,0.0094846389755746,0.0,301.04946989902965,304.0034088572927,"ESP32:active=85.76,idle=0.00,sleep=34.24,peak=0.00 | MPU6050:active=26.11,idle=4.56,sleep=89.33,peak=0.00 | HC-05:active=107.39,idle=12.61,sleep=0.00,peak=0.00",1,0.2036908953308384,NORMAL
499,3,HC-05 + Raspberry Pi Pico + DHT22 / AM2302,3.3,360,214.6223691516311,120.0,0.3544578446000511,14.669573715548124,1.3,2.5,578.405881996319,582.3348979090914,"HC-05:active=284.93,idle=75.07,sleep=0.00,peak=0.00 | Raspberry Pi Pico:active=0.00,idle=0.00,sleep=360.00,peak=0.00 | DHT22 / AM2302:active=358.94,idle=0.00,sleep=0.00,peak=1.06",1,0.06448882685355295,NORMAL
500,1,HC-SR04,5.0,1440,950.7954000269224,0.0,0.0,15.0,0.0,0.0,1270.028350029166,1236.053981831472,"HC-SR04:active=950.80,idle=489.20,sleep=0.00,peak=0.00",1,0.05655022330879378,NORMAL
501,2,BME280 + MPU6050,3.3,120,86.2761428326712,23.09992775312512,0.0,0.0,0.01,0.0,,0.0,"BME280:active=120.00,idle=0.00,sleep=0.00,peak=0.00 | MPU6050:active=52.55,idle=21.25,sleep=46.20,peak=0.00",1,0.21142415270046594,NORMAL
502,1,SSD1306 OLED controller,3.3,360,0.0,360.0,0.0,0.0,0.01,0.0,0.198,0.1948333566077013,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=360.00,peak=0.00",1,0.16413059891875242,NORMAL
503,4,DS18B20 + MPU6050 + SSD1306 OLED controller + HC-05,3.3,60,28.222695026304844,25.19252870036768,0.92232147670051,14.479290061567704,0.0088201772367853,1.5,94.85002707020855,92.21410051875704,"DS18B20:active=34.21,idle=9.25,sleep=12.85,peak=3.69 | MPU6050:active=29.12,idle=2.96,sleep=27.92,peak=0.00 | SSD1306 OLED controller:active=0.00,idle=0.00,sleep=60.00,peak=0.00 | HC-05:active=49.56,idle=10.44,sleep=0.00,peak=0.00",1,0.13967618524198067,NORMAL
504,2,DS18B20 + HC-SR501,5.0,120,95.41736572970734,9.897688402635852,1.5006832034777045,41.24424663826629,0.00075,1.5,656.2809503330374,655.7702320408976,"DS18B20:active=70.83,idle=26.37,sleep=19.80,peak=3.00 | HC-SR501:active=120.00,idle=0.00,sleep=0.00,peak=0.00",1,0.018018753053583247,NORMAL
505,4,DHT22 / AM2302 + HC-SR501 + Arduino Uno / ATmega328P + MPU6050,3.3,30,26.333756486432087,2.122853130711696,0.0,0.0,0.01,0.0,,0.0,"DHT22 / AM2302:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | HC-SR501:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | Arduino Uno / ATmega328P:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | MPU6050:active=15.34,idle=6.17,sleep=8.49,peak=0.00",1,0.19800402043835086,NORMAL
506,2,ESP32 + HC-SR04,4.15,30,17.66868844911786,9.038548209171417,0.0,17.996130247867992,0.00814,0.0,44.90675147621515,44.11331639756987,"ESP32:active=11.92,idle=0.00,sleep=18.08,peak=0.00 | HC-SR04:active=23.41,idle=6.59,sleep=0.00,peak=0.00",1,0.15799754016171097,NORMAL
507,3,nRF24L01+ + Raspberry Pi Pico + BME280,3.3,360,141.0058659717594,206.9129722618501,0.0,0.0,0.7543182042618256,0.0,,0.0,"nRF24L01+:active=63.02,idle=36.24,sleep=260.74,peak=0.00 | Raspberry Pi Pico:active=0.00,idle=0.00,sleep=360.00,peak=0.00 | BME280:active=360.00,idle=0.00,sleep=0.00,peak=0.00",1,0.15182804906067543,NORMAL
508,4,HC-SR04 + DS18B20 + BMP280 + Raspberry Pi Pico,5.0,1440,420.7975028400358,839.4230029346238,0.0,10.198974879053344,0.5577779348330313,0.0,1638.4160922840028,1629.437841948792,"HC-SR04:active=1129.42,idle=310.58,sleep=0.00,peak=0.00 | DS18B20:active=224.59,idle=208.10,sleep=1007.30,peak=0.00 | BMP280:active=329.17,idle=200.44,sleep=910.39,peak=0.00 | Raspberry Pi Pico:active=0.00,idle=0.00,sleep=1440.00,peak=0.00",-1,-0.03292921740499932,ANOMALY
509,2,HC-SR501 + DS18B20,5.0,1440,1045.3775410827866,209.7094298598505,0.0,45.079768494233214,0.0007499999999999,0.0,7854.278917987829,7894.601921831781,"HC-SR501:active=1440.00,idle=0.00,sleep=0.00,peak=0.00 | DS18B20:active=650.76,idle=369.83,sleep=419.42,peak=0.00",1,0.01688882016777815,NORMAL
510,1,nRF24L01+,3.3,120,52.02575297512679,29.00643457977181,0.0,11.3,0.0009,0.0,32.391165264349496,32.24031914379705,"nRF24L01+:active=52.03,idle=38.97,sleep=29.01,peak=0.00",1,0.19710884248912397,NORMAL
511,1,ESP32-S3,3.3,30,7.281118108105218,22.71888189189478,0.0,91.7,0.0069999999999999,0.0,36.731065947757045,37.026707504779566,"ESP32-S3:active=7.28,idle=0.00,sleep=22.72,peak=0.00",1,0.09018252244421149,NORMAL
512,3,SSD1306 OLED controller + Raspberry Pi Pico + HC-SR04,4.15,360,92.12384476841784,240.0,0.0,15.0,0.655,0.0,330.9230712628071,319.4441059975256,"SSD1306 OLED controller:active=0.00,idle=0.00,sleep=360.00,peak=0.00 | Raspberry Pi Pico:active=0.00,idle=0.00,sleep=360.00,peak=0.00 | HC-SR04:active=276.37,idle=83.63,sleep=0.00,peak=0.00",1,0.10224148726691112,NORMAL
513,2,DHT22 / AM2302 + Arduino Uno / ATmega328P,4.15,30,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,"DHT22 / AM2302:active=30.00,idle=0.00,sleep=0.00,peak=0.00 | Arduino Uno / ATmega328P:active=30.00,idle=0.00,sleep=0.00,peak=0.00",1,0.17586018091408756,NORMAL
